sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
楠梓,高雄市,80,細懸浮微粒,普通,1.5,0.31,65.9,28.0,46,32,10.6,11.9,1.2,2,17,"2024-11-21 14:00",,0.3,27.1,49,1,120.328289,22.733667,53
林園,高雄市,123,細懸浮微粒,對敏感族群不健康,6.7,0.62,80.6,37.6,69,46,17.7,19,1.3,2.5,239,"2024-11-21 14:00",,0.5,43.9,77,3,120.41175,22.4795,52
大寮,高雄市,106,細懸浮微粒,對敏感族群不健康,2.2,0.43,84.3,35.8,51,48,16.3,17.1,0.7,1.4,332,"2024-11-21 14:00",,0.5,37.6,45,2,120.425311,22.56413611,51
鳳山,高雄市,99,細懸浮微粒,普通,1.5,0.56,64.6,29.6,63,44,19.6,22,2.4,1.3,276,"2024-11-21 14:00",,0.7,34.9,57,2,120.357422,22.628126,50
仁武,高雄市,94,細懸浮微粒,普通,1,0.33,69.6,28.7,55,41,12.7,13.7,1,2.6,332,"2024-11-21 14:00",,0.5,32.9,50,1,120.332631,22.689056,49
橋頭,高雄市,84,細懸浮微粒,普通,1.5,0.31,61.9,28.2,50,31,12.3,13,0.7,2.3,359,"2024-11-21 14:00",,0.3,28.8,46,1,120.305689,22.757506,48
美濃,高雄市,46,,良好,1.4,0.29,53.7,25.4,34,16,4.9,5.9,0.9,1.7,277,"2024-11-21 14:00",,0.3,14.3,33,1,120.530542,22.883583,47
臺南,臺南市,48,,良好,1,0.25,57,30.7,46,18,7.5,9,1.4,4.3,345,"2024-11-21 14:00",,0.2,14.9,31,1,120.21947897,22.98928311,46
安南,臺南市,50,,良好,1.3,0.25,53.5,30.8,69,19,5.5,6.6,1.1,3.8,318,"2024-11-21 14:00",,0.2,15.4,35,1,120.2175,23.048197,45
善化,臺南市,54,細懸浮微粒,普通,1.1,0.22,54,29.5,50,20,6,7.1,1.1,3.8,356,"2024-11-21 14:00",,0.2,16.7,31,1,120.29740529,23.11337642,44
新營,臺南市,51,細懸浮微粒,普通,,,52.3,31.4,80,20,,,,2.9,15,"2024-11-21 14:00",,0.2,15.5,39,1,120.31725,23.305633,43
嘉義,嘉義市,51,細懸浮微粒,普通,2.4,0.26,50.5,27.5,37,17,9.2,11.1,1.8,2.6,8,"2024-11-21 14:00",,0.2,15.5,27,3,120.44125148,23.46477865,42
臺西,雲林縣,37,,良好,0.6,0.16,47.4,41.0,33,9,3,3.5,0.4,9.8,21,"2024-11-21 14:00",,0.1,6.3,29,0,120.19933333,23.702175,41
朴子,嘉義縣,49,,良好,2.5,0.21,45.9,34.9,79,11,6.5,8.2,1.7,3.1,348,"2024-11-21 14:00",,0.2,7.2,49,1,120.2478,23.46538,40
新港,嘉義縣,42,,良好,2,0.21,49.2,37.2,71,14,6.4,7.4,1,4,336,"2024-11-21 14:00",,0.2,10.8,42,1,120.345531,23.554839,39
崙背,雲林縣,68,懸浮微粒,普通,1.5,0.27,37.8,33.8,137,20,7.8,10.2,2.3,2.7,357,"2024-11-21 14:00",,0.2,13,68,1,120.348742,23.757547,38
斗六,雲林縣,40,,良好,1.5,0.23,52,32.9,28,13,8.8,10.6,1.7,2.8,327,"2024-11-21 14:00",,0.2,12.3,21,1,120.544994,23.711853,37
南投,南投縣,27,,良好,1.7,0.25,42.2,29.6,22,11,10.9,13.4,2.5,2.4,337,"2024-11-21 14:00",,0.3,8.2,19,1,120.685306,23.913,36
二林,彰化縣,20,,良好,2.2,0.22,12.5,20.4,25,9,7.2,9.5,2.3,6.2,22,"2024-11-21 14:00",,0.2,6.1,19,1,120.409653,23.925175,35
線西,彰化縣,32,,良好,1.3,0.24,39.9,35.2,34,8,6.9,9.6,2.7,9.6,31,"2024-11-21 14:00",,0.1,4.4,19,1,120.469061,24.131672,34
彰化,彰化縣,25,,良好,0.6,0.2,34.4,27.1,19,8,10,15.4,5.4,3.6,22,"2024-11-21 14:00",,0.2,5,13,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.1,0.18,35.3,31.6,15,5,7.9,11,3,6.4,358,"2024-11-21 14:00",,0.1,5.2,13,1,120.616917,24.162197,32
忠明,臺中市,25,,良好,1.4,0.23,31.1,27.4,14,6,9.6,13.8,4.2,2.6,315,"2024-11-21 14:00",,0.2,4.5,11,1,120.641092,24.151958,31
大里,臺中市,23,,良好,0.9,0.23,32.3,25.9,11,7,8.5,12.2,3.6,4.1,15,"2024-11-21 14:00",,0.2,4.8,11,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1.1,0.18,36.4,33.3,12,4,6.1,8,1.8,6.3,110,"2024-11-21 14:00",,0.1,5.5,11,1,120.568794,24.225628,29
豐原,臺中市,25,,良好,1.1,0.2,,27.6,7,0,5.5,7.9,2.4,2.8,13,"2024-11-21 14:00",,0.2,1.5,5,1,120.74252414,24.25699731,28
三義,苗栗縣,26,,良好,0.8,0.18,25.4,28.4,4,5,7.8,9.8,2,6.3,14,"2024-11-21 14:00",,0.1,4.9,3,1,120.75956754,24.38248443,27
苗栗,苗栗縣,29,,良好,1.2,0.18,32.8,31.6,8,1,7.1,9.3,2.2,4.3,8,"2024-11-21 14:00",,0.1,4.5,4,1,120.82011468,24.56499183,26
頭份,苗栗縣,31,,良好,1.4,0.19,34.5,33.5,4,5,7.2,9.6,2.4,4.1,35,"2024-11-21 14:00",,0.2,3.6,6,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1.4,0.2,34.7,33.7,6,1,8.9,10.7,1.8,4.8,27,"2024-11-21 14:00",,0.2,1.2,5,1,120.97236752,24.8056356,24
竹東,新竹縣,33,,良好,0.6,0.15,37.5,36.9,1,4,3.8,4.9,1,5.2,29,"2024-11-21 14:00",,0.1,1.5,3,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1.6,0.18,32.4,35.0,7,2,9.4,11.8,2.3,5.7,43,"2024-11-21 14:00",,0.1,1.8,7,1,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.6,0.22,31,31.7,8,4,9.8,11.9,2,5.2,58,"2024-11-21 14:00",,0.2,3,7,0,121.21645772,24.86400048,21
平鎮,桃園市,27,,良好,0.6,0.24,26.8,26.2,7,3,16.9,19.8,2.9,2.3,62,"2024-11-21 14:00",,0.2,3.7,5,0,121.203986,24.952786,20
觀音,桃園市,33,,良好,0.5,0.14,36.9,36.3,18,4,6.1,7.3,1.1,5.6,72,"2024-11-21 14:00",,0.1,5.2,13,0,121.08283092,25.03556747,19
大園,桃園市,30,,良好,2.5,0.19,32.5,32.5,8,7,14.3,16.8,2.5,5.8,37,"2024-11-21 14:00",,0.1,6.5,10,1,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,0.8,0.3,27,27.2,7,0,14.3,16.8,2.4,2.2,55,"2024-11-21 14:00",,0.3,2.5,6,0,121.30500531,24.9947107,17
大同,臺北市,53,二氧化氮,普通,0.4,0.85,9.5,11.2,13,6,34.5,82,47.5,-,-,"2024-11-21 14:00",,0.9,7.6,10,0,121.51342074,25.06331455,16
松山,臺北市,25,,良好,0.7,0.2,24.9,25.2,9,5,15.5,19,3.4,1.2,20,"2024-11-21 14:00",,0.2,4.4,7,0,121.578611,25.05,15
古亭,臺北市,26,,良好,0.3,0.27,26.2,28.2,7,3,13.7,15.9,2.1,1.3,73,"2024-11-21 14:00",,0.2,2.4,4,,121.529556,25.020608,14
萬華,臺北市,27,,良好,0.8,0.26,24.9,25.2,6,4,16.6,19.1,2.4,2.3,91,"2024-11-21 14:00",,0.2,3.1,6,0,121.507972,25.046503,13
中山,臺北市,28,,良好,0.8,0.33,23.1,22.9,9,6,17.8,22.5,4.7,2,85,"2024-11-21 14:00",,0.3,3,4,0,121.526528,25.062361,12
士林,臺北市,34,,良好,0.6,0.2,33.1,37.0,7,0,8.1,9.1,1,2.4,154,"2024-11-21 14:00",,0.1,1.7,6,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.1,0.19,35.1,36.5,5,2,4.3,5.7,1.3,,,"2024-11-21 14:00",,0.1,3.2,3,0,121.449239,25.1645,10
林口,新北市,27,,良好,0.5,0.19,29.9,30.0,4,3,11.5,15.6,4.1,3.3,51,"2024-11-21 14:00",,0.1,2.6,2,0,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.5,0.31,,26.6,3,,12.7,15,2.3,1.8,111,"2024-11-21 14:00",,0.3,3.9,4,0,121.481028,25.06895,8
新莊,新北市,25,,良好,0.6,0.26,28.6,27.2,8,5,13.1,14.5,1.4,2.4,76,"2024-11-21 14:00",,0.2,3.5,11,0,121.4325,25.037972,7
板橋,新北市,27,,良好,,,30.1,29.6,5,,,,,1.5,105,"2024-11-21 14:00",,0.3,1.1,4,0,121.458667,25.012972,6
土城,新北市,30,,良好,1.1,0.25,32.3,32.2,7,1,11.4,12.7,1.3,1,143,"2024-11-21 14:00",,0.2,1,7,1,121.451861,24.982528,5
新店,新北市,27,,良好,1,0.22,29.4,28.5,5,10,10.8,12.2,1.4,0.3,69,"2024-11-21 14:00",,0.2,8.3,5,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.6,0.17,45.3,44.6,23,7,2.5,3.3,0.7,7.7,35,"2024-11-21 14:00",,0.1,5,23,0,121.689881,25.179667,3
汐止,新北市,30,,良好,0.9,0.17,31,32.8,6,2,10.9,13.4,2.5,0.6,91,"2024-11-21 14:00",,0.1,3.2,3,0,121.64081,25.06624,2
基隆,基隆市,37,,良好,0.7,0.18,40,40.0,3,0,3.2,4,0.7,1.6,86,"2024-11-21 14:00",,0.1,0.9,5,0,121.760056,25.129167,1
屏東(枋山),屏東縣,76,細懸浮微粒,普通,2.3,0.33,64.3,44.0,67,37,9.2,10.2,0.9,2,289,"2024-11-21 13:00",,0.2,25.6,49,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,33,,良好,0.1,0.13,38.6,36.6,4,0,4,4.6,0.6,1.5,58,"2024-11-21 13:00",,0.1,2.2,4,0,121.82463916,24.85366672,312
新北(樹林),新北市,25,,良好,0.3,0.29,24.5,23.3,7,3,15.4,21,5.6,0.2,163,"2024-11-21 13:00",,0.2,2.7,5,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,89,細懸浮微粒,普通,2.2,0.46,58.5,22.4,66,38,15.6,19,3.4,2.7,321,"2024-11-21 13:00",,0.4,31,63,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,37,,良好,0.6,0.21,,22.9,41,,5.7,6.9,1.2,2.7,5,"2024-11-21 13:00",,0.2,11.5,29,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,57,細懸浮微粒,普通,1.6,0.28,51.2,19.6,40,20,10.2,12.4,2.2,1.3,292,"2024-11-21 13:00",,0.3,17.9,34,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,25,,良好,1.6,0.25,,27.9,,4,9.2,11.5,2.3,2.1,338,"2024-11-21 13:00",,0.2,5.1,12,1,120.56373,23.96117,201
大城,彰化縣,40,,良好,1,0.13,49.4,43.8,14,9,0.8,3.6,2.8,10.1,40,"2024-11-21 13:00",,0.1,7.5,17,0,120.26964167,23.85493056,85
富貴角,新北市,42,,良好,0,0.14,46,45.5,29,5,0.7,0.7,0,8.1,52,"2024-11-21 13:00",,0.1,3.7,26,0,121.53656894,25.29681695,84
麥寮,雲林縣,34,,良好,1.4,0.16,47.2,37.8,43,7,4.1,5.3,1.2,9.2,3,"2024-11-21 13:00",,0.1,8.3,34,2,120.251825,23.753506,83
關山,臺東縣,31,,良好,1.2,0.18,40.7,33.2,22,1,2.8,4.3,1.4,4.2,30,"2024-11-21 13:00",,0.1,2.1,15,0,121.161933,23.045083,80
馬公,澎湖縣,39,,良好,1.7,0.17,42,42.5,10,4,2.1,3.1,0.9,8,32,"2024-11-21 13:00",,0.1,4.2,14,1,119.566158,23.569031,78
金門,金門縣,17,,良好,1,0.3,23.4,18.1,14,6,6,8.4,2.4,2.3,58,"2024-11-21 13:00",,0.2,4,8,1,118.312256,24.432133,77
馬祖,連江縣,39,,良好,0.6,0.23,28.7,27.1,22,11,5.4,6.1,0.6,2.1,337,"2024-11-21 13:00",,0.2,11.9,18,0,119.952724,26.153736,75
埔里,南投縣,48,,良好,1.1,0.18,31.3,18.4,12,8,1.3,3,1.6,3.5,285,"2024-11-21 13:00",,0.2,14.7,18,1,120.967903,23.968842,72
復興,高雄市,117,細懸浮微粒,對敏感族群不健康,1.3,0.46,62.9,22.2,57,50,19.7,20.8,1.1,1.2,279,"2024-11-21 13:00",,0.6,41.7,54,1,120.312017,22.608711,71
永和,新北市,27,,良好,0.9,0.3,30.9,29.4,3,4,11.7,15.5,3.8,2.1,87,"2024-11-21 13:00",,0.4,2.6,4,1,121.516306,25.017,70
竹山,南投縣,44,,良好,0.9,0.25,39.3,22.3,30,20,9.6,10.8,1.2,1.6,246,"2024-11-21 13:00",,0.2,13.4,20,1,120.677306,23.756389,69
中壢,桃園市,38,,良好,0.9,0.42,16.3,18.2,12,7,23.2,37.6,14.3,1.4,33,"2024-11-21 13:00",,0.4,6.8,10,0,121.221667,24.953278,68
三重,新北市,53,二氧化氮,普通,0.6,0.74,7.8,11.1,8,2,34.7,94.9,60.1,-,-,"2024-11-21 13:00",,0.8,3.6,9,0,121.493806,25.072611,67
冬山,宜蘭縣,32,,良好,0.4,0.16,35.6,35.0,0,0,6.9,8.6,1.7,1,58,"2024-11-21 13:00",,0.1,0.5,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,32,,良好,0.5,0.22,36,35.2,5,3,5.8,7.4,1.6,1.9,113,"2024-11-21 13:00",,0.2,1.9,3,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.17,42.5,42.1,0,2,0.6,1,0.3,3.1,350,"2024-11-21 13:00",,0.1,0.5,2,0,121.529583,25.182722,64
花蓮,花蓮縣,34,,良好,1.4,0.21,42.1,37.8,14,0,3.2,4.1,0.8,3.7,68,"2024-11-21 13:00",,0.2,0.8,12,1,121.599769,23.971306,63
臺東,臺東縣,30,,良好,1.4,0.2,43.2,32.5,27,2,2.6,4.3,1.6,3.5,31,"2024-11-21 13:00",,0.2,2.2,16,1,121.15045,22.755358,62
恆春,屏東縣,38,,良好,0.5,0.14,44.7,41.1,5,4,1.3,1.5,0.2,8,20,"2024-11-21 13:00",,0.1,3.4,8,0,120.788928,21.958069,61
潮州,屏東縣,106,細懸浮微粒,對敏感族群不健康,3.8,0.59,104.6,39.6,70,51,9.4,10.1,0.6,2.6,247,"2024-11-21 13:00",,0.4,37.4,61,1,120.561175,22.523108,60
屏東,屏東縣,76,細懸浮微粒,普通,0.9,0.32,61.4,25.7,47,24,5.5,6.7,1.1,2,322,"2024-11-21 13:00",,0.4,25.7,53,1,120.488033,22.673081,59
小港,高雄市,87,細懸浮微粒,普通,2.8,0.5,56.7,19.2,67,37,26,29.9,3.8,2.2,283,"2024-11-21 13:00",,0.6,30.1,59,2,120.337736,22.565833,58
前鎮,高雄市,103,細懸浮微粒,對敏感族群不健康,1.4,0.46,63.1,22.2,70,43,16.7,19.4,2.7,2.4,13,"2024-11-21 13:00",,0.6,36.2,58,1,120.30833356,22.6044507,57
前金,高雄市,90,細懸浮微粒,普通,,0.37,,9.2,77,38,,,,4,352,"2024-11-21 13:00",,0.4,31.3,68,1,120.28676111,22.63390278,56
左營,高雄市,77,細懸浮微粒,普通,1.6,0.33,61.2,22.6,63,34,12.4,14.5,2.1,2.5,272,"2024-11-21 13:00",,0.4,26.2,55,1,120.292917,22.674861,54
楠梓,高雄市,75,細懸浮微粒,普通,2.1,0.34,60.7,20.6,58,38,12.8,14.5,1.7,2.5,38,"2024-11-21 13:00",,0.3,25.1,48,1,120.328289,22.733667,53
林園,高雄市,118,細懸浮微粒,對敏感族群不健康,,0.84,64,28.4,86,54,25.8,28.6,2.7,2.2,219,"2024-11-21 13:00",,0.5,42.2,79,3,120.41175,22.4795,52
大寮,高雄市,98,細懸浮微粒,普通,4.2,0.62,70.6,25.4,53,42,18.3,20,1.7,1,353,"2024-11-21 13:00",,0.5,34.6,44,2,120.425311,22.56413611,51
鳳山,高雄市,93,細懸浮微粒,普通,1.9,0.6,64.7,21.7,65,38,22.5,25.3,2.8,1,284,"2024-11-21 13:00",,0.6,32.7,56,2,120.357422,22.628126,50
仁武,高雄市,88,細懸浮微粒,普通,1.3,0.36,63.3,20.5,58,41,15.3,17.1,1.8,2.2,338,"2024-11-21 13:00",,0.5,30.4,48,1,120.332631,22.689056,49
橋頭,高雄市,82,細懸浮微粒,普通,2,0.35,55.9,21.3,54,36,14.9,16.3,1.3,2.3,8,"2024-11-21 13:00",,0.3,27.9,45,1,120.305689,22.757506,48
美濃,高雄市,44,,良好,1.6,0.28,45.7,19.6,35,17,3.6,4.8,1.2,1.6,286,"2024-11-21 13:00",,0.3,13.7,33,1,120.530542,22.883583,47
臺南,臺南市,47,,良好,1.1,0.25,53,24.8,34,16,7.9,9.3,1.4,3.2,351,"2024-11-21 13:00",,0.2,14.5,28,1,120.21947897,22.98928311,46
安南,臺南市,47,,良好,1.3,0.25,52.1,26.1,37,17,5.5,6.3,0.7,3.3,321,"2024-11-21 13:00",,0.2,14.5,30,1,120.2175,23.048197,45
善化,臺南市,54,細懸浮微粒,普通,1.3,0.21,50.5,24.4,26,18,5.7,7.1,1.3,3.8,357,"2024-11-21 13:00",,0.2,16.7,28,1,120.29740529,23.11337642,44
新營,臺南市,46,,良好,1.6,0.26,47.4,26.6,47,17,7.9,10.8,2.9,3.2,12,"2024-11-21 13:00",,0.2,14.1,30,1,120.31725,23.305633,43
嘉義,嘉義市,48,,良好,2.2,0.28,43,23.1,29,17,9.4,11.6,2.1,3.2,356,"2024-11-21 13:00",,0.2,14.9,25,3,120.44125148,23.46477865,42
臺西,雲林縣,36,,良好,,,,40.0,37,6,,,,10.2,21,"2024-11-21 13:00",,0.1,5.6,27,0,120.19933333,23.702175,41
朴子,嘉義縣,40,,良好,2.3,0.23,42.7,32.6,76,10,6.7,9.1,2.4,2.6,345,"2024-11-21 13:00",,0.2,6,40,1,120.2478,23.46538,40
新港,嘉義縣,33,,良好,1.7,0.2,46,34.5,83,16,6.4,7.7,1.3,3.6,359,"2024-11-21 13:00",,0.2,9.9,33,1,120.345531,23.554839,39
崙背,雲林縣,51,懸浮微粒,普通,0.8,0.25,38.2,32.8,62,11,6.7,8.6,1.9,2.7,342,"2024-11-21 13:00",,0.2,11.8,51,1,120.348742,23.757547,38
斗六,雲林縣,39,,良好,1.5,0.25,46.2,29.1,24,14,9.1,11,1.9,2.3,318,"2024-11-21 13:00",,0.2,11.9,19,1,120.544994,23.711853,37
南投,南投縣,26,,良好,1.8,0.27,41.8,26.9,23,8,11.4,14.5,3.1,2.1,341,"2024-11-21 13:00",,0.3,7.9,18,1,120.685306,23.913,36
二林,彰化縣,22,,良好,1.5,0.19,6.2,24.2,19,7,6.8,9.1,2.3,5.4,20,"2024-11-21 13:00",,0.1,5.3,18,1,120.409653,23.925175,35
線西,彰化縣,32,,良好,1.2,0.24,38.4,35.3,19,1,7.6,10.7,3.1,9.3,27,"2024-11-21 13:00",,0.1,4,16,1,120.469061,24.131672,34
彰化,彰化縣,24,,良好,0.6,0.22,30.8,26.8,11,3,11.2,18,6.8,4,23,"2024-11-21 13:00",,0.2,4.7,12,0,120.541519,24.066,33
西屯,臺中市,28,,良好,1,0.18,32.9,30.9,10,6,7.3,10.7,3.4,4.8,3,"2024-11-21 13:00",,0.1,5.3,12,1,120.616917,24.162197,32
忠明,臺中市,25,,良好,1.2,0.25,30.7,27.4,8,5,9.4,13.7,4.3,2.8,321,"2024-11-21 13:00",,0.2,4.2,11,1,120.641092,24.151958,31
